open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767314930290_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767314958735_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767314987099_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315017773_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315048116_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315082800_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315111309_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315140312_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315167863_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315195103_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315225359_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315253094_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315280398_threads.png
open_inbox_start
open_inbox_ok url=https://www.instagram.com/direct/inbox/
threads_found count=0
threads_fail reason=not_found screenshot=C:\Users\PC\Desktop\chatbot\storage\logs\screenshots\auto_fail_1767315309334_threads.png
18:03:19 | cuenta=matidiazlife | to=- | stage=bot_start | ok=true | detail=cuentas=1 delay=14-16s max_concurrent=1 top_pulse=50 deep_budget=10s deep_max=200 idle_jump=10
18:03:31 | cuenta=matidiazlife | to=- | stage=inbox_open | ok=true | detail=https://www.instagram.com/direct/inbox/
18:03:33 | cuenta=matidiazlife | to=- | stage=inbox_tab | ok=true | detail=tab=primary
18:03:36 | cuenta=matidiazlife | to=- | stage=scan_nivel_inicio | detail=limit=50 start=0 budget_s=12.0
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=a[href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=[href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=a[href^="https://www.instagram.com/direct/t/"], a[href^="http://www.instagram.com/direct/t/"], a[href^="https://instagram.com/direct/t/"], a[href^="http://instagram.com/direct/t/"] count=0 valid=0...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=[href^="https://www.instagram.com/direct/t/"], [href^="http://www.instagram.com/direct/t/"], [href^="https://instagram.com/direct/t/"], [href^="http://instagram.com/direct/t/"] count=0 valid=0 sco...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] a[href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] [href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] a[href^="https://www.instagram.com/direct/t/"], div[role="list"] a[href^="http://www.instagram.com/direct/t/"], div[role="list"] a[href^="https://instagram.com/direct/t/"], div[ro...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] [href^="https://www.instagram.com/direct/t/"], div[role="list"] [href^="http://www.instagram.com/direct/t/"], div[role="list"] [href^="https://instagram.com/direct/t/"], div[role=...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] a[href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] [href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] a[href^="https://www.instagram.com/direct/t/"], div[role="navigation"] a[href^="http://www.instagram.com/direct/t/"], div[role="navigation"] a[href^="https://instagram.com/d...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] [href^="https://www.instagram.com/direct/t/"], div[role="navigation"] [href^="http://www.instagram.com/direct/t/"], div[role="navigation"] [href^="https://instagram.com/dire...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=a[href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=[href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=a[href^="https://www.instagram.com/direct/t/"], a[href^="http://www.instagram.com/direct/t/"], a[href^="https://instagram.com/direct/t/"], a[href^="http://instagram.com/direct/t/"] count=0 valid=0...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=[href^="https://www.instagram.com/direct/t/"], [href^="http://www.instagram.com/direct/t/"], [href^="https://instagram.com/direct/t/"], [href^="http://instagram.com/direct/t/"] count=0 valid=0 sco...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] a[href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] [href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] a[href^="https://www.instagram.com/direct/t/"], div[role="list"] a[href^="http://www.instagram.com/direct/t/"], div[role="list"] a[href^="https://instagram.com/direct/t/"], div[ro...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="list"] [href^="https://www.instagram.com/direct/t/"], div[role="list"] [href^="http://www.instagram.com/direct/t/"], div[role="list"] [href^="https://instagram.com/direct/t/"], div[role=...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] a[href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] [href^="/direct/t/"] count=0 valid=0 scope=page attempt=fast
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] a[href^="https://www.instagram.com/direct/t/"], div[role="navigation"] a[href^="http://www.instagram.com/direct/t/"], div[role="navigation"] a[href^="https://instagram.com/d...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=div[role="navigation"] [href^="https://www.instagram.com/direct/t/"], div[role="navigation"] [href^="http://www.instagram.com/direct/t/"], div[role="navigation"] [href^="https://instagram.com/dire...
18:03:37 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary container=[role="navigation"]:has(input[placeholder*="Buscar"]) scope=fast
18:03:38 | cuenta=matidiazlife | to=- | stage=threads_query | ok=false | detail=tab=primary selector=a[href^="/direct/t/"] count=0 valid=0 scope=container attempt=fast
